Flight Number,From City,To City,Airline,Flight Status,Passengers,Economy Class,Business Class,First Class,Departure Time,Arrival Time
TG0680,Phuket,Hat Yai,MJ Airways,Delayed,73,1430,2091,10614,01/12/2024 11:43:00,01/12/2024 12:32:00
TG0681,Bangkok,Koh Samui,Thai Meow Air,Delayed,54,1088,3841,7610,09/12/2024 11:55:00,09/12/2024 12:59:00
TG0682,Koh Samui,Hat Yai,kaningpom jet,Delayed,159,915,2583,8561,16/01/2025 05:49:00,16/01/2025 07:25:00
TG0683,Koh Samui,Bangkok,MJ Airways,Delayed,167,1399,3447,9529,14/12/2024 01:19:00,14/12/2024 03:07:00
TG0684,Chiang Rai,Krabi,MJ Airways,Cancelled,157,1436,4918,10272,14/12/2024 16:50:00,14/12/2024 17:36:00
TG0685,Hat Yai,Koh Samui,Porsche Air,Cancelled,107,1209,4935,11521,11/12/2024 04:58:00,11/12/2024 05:45:00
TG0686,Chiang Rai,Koh Samui,Thai Meow Air,On Time,129,974,3029,6254,02/01/2025 04:48:00,02/01/2025 06:11:00
TG0687,Hat Yai,Phuket,kaningpom jet,Cancelled,73,1298,3097,11267,01/01/2025 09:46:00,01/01/2025 10:33:00
TG0688,Udon Thani,Koh Samui,kaningpom jet,Delayed,132,1364,3880,8881,28/12/2024 22:52:00,28/12/2024 23:47:00
TG0689,Hat Yai,Surat Thani,MJ Airways,Delayed,128,1422,2140,11531,20/01/2025 18:42:00,20/01/2025 20:01:00
TG0691,Chiang Mai,Chiang Rai,kaningpom jet,Delayed,113,1376,4792,8035,25/01/2025 21:41:00,25/01/2025 23:22:00
TG0692,Chiang Rai,Phuket,MJ Airways,On Time,178,1132,3249,7764,17/01/2025 10:28:00,17/01/2025 11:01:00
TG0693,Hat Yai,Bangkok,kaningpom jet,Delayed,146,1385,2718,6931,20/01/2025 19:31:00,20/01/2025 20:22:00
TG0694,Nakhon Ratchasima,Bangkok,kaningpom jet,On Time,123,946,4029,8313,01/01/2025 23:48:00,02/01/2025 00:59:00
TG0695,Udon Thani,Chiang Rai,MJ Airways,Delayed,176,1443,3028,10841,12/01/2025 00:43:00,12/01/2025 01:23:00
TG0696,Hat Yai,Krabi,Thai Meow Air,Delayed,115,848,3942,6013,04/01/2025 15:46:00,04/01/2025 16:43:00
TG0697,Surat Thani,Hat Yai,MJ Airways,Delayed,74,876,3716,10533,03/01/2025 15:33:00,03/01/2025 16:44:00
TG0699,Nakhon Ratchasima,Krabi,Thai Meow Air,Cancelled,99,1093,4114,11080,06/12/2024 23:17:00,07/12/2024 01:12:00
TG0700,Bangkok,Hat Yai,Porsche Air,On Time,167,916,4376,6778,06/01/2025 18:13:00,06/01/2025 19:45:00
TG0701,Koh Samui,Chiang Rai,kaningpom jet,Delayed,114,1293,2551,10217,22/01/2025 19:19:00,22/01/2025 20:52:00
TG0702,Chiang Mai,Surat Thani,MJ Airways,Delayed,102,1360,2335,7323,22/12/2024 22:12:00,23/12/2024 00:05:00
TG0703,Bangkok,Chiang Rai,PhraoAirAsia,On Time,101,909,2662,9685,08/12/2024 15:29:00,08/12/2024 16:33:00
TG0704,Hat Yai,Krabi,MJ Airways,Delayed,129,979,4521,11509,03/12/2024 09:02:00,03/12/2024 09:45:00
TG0705,Hat Yai,Bangkok,PhraoAirAsia,Delayed,80,1361,3241,10264,24/01/2025 18:00:00,24/01/2025 19:54:00
TG0706,Krabi,Phuket,Porsche Air,Cancelled,172,871,2915,7268,03/12/2024 07:11:00,03/12/2024 07:59:00
TG0707,Koh Samui,Bangkok,MJ Airways,Delayed,88,1233,2797,10879,19/12/2024 15:37:00,19/12/2024 16:47:00
TG0708,Hat Yai,Bangkok,kaningpom jet,Cancelled,130,1085,3801,7038,19/01/2025 19:52:00,19/01/2025 21:03:00
TG0709,Udon Thani,Bangkok,Thai Meow Air,Delayed,126,1315,4941,8517,20/01/2025 08:36:00,20/01/2025 10:24:00
TG0711,Krabi,Chiang Rai,Porsche Air,Delayed,177,874,4147,6000,01/12/2024 20:55:00,01/12/2024 21:32:00
TG0713,Udon Thani,Phuket,kaningpom jet,Delayed,66,1396,4919,11411,03/01/2025 11:12:00,03/01/2025 12:48:00
TG0714,Surat Thani,Hat Yai,MJ Airways,Delayed,172,1290,3279,11729,07/01/2025 10:54:00,07/01/2025 12:27:00
TG0715,Chiang Rai,Bangkok,Porsche Air,Delayed,193,1121,2255,9470,12/12/2024 22:50:00,13/12/2024 00:42:00
TG0716,Udon Thani,Bangkok,kaningpom jet,Cancelled,105,1332,3665,7798,24/01/2025 18:10:00,24/01/2025 20:01:00
TG0717,Chiang Rai,Surat Thani,PhraoAirAsia,Delayed,152,1008,4674,6600,03/01/2025 15:55:00,03/01/2025 16:33:00
TG0718,Chiang Mai,Chiang Rai,kaningpom jet,On Time,166,842,4289,9574,08/01/2025 11:29:00,08/01/2025 13:03:00
TG0719,Chiang Rai,Phuket,Porsche Air,Delayed,151,1298,3335,11123,16/12/2024 22:56:00,16/12/2024 23:46:00
TG0720,Udon Thani,Chiang Rai,kaningpom jet,Delayed,116,828,3546,7348,15/12/2024 11:48:00,15/12/2024 13:15:00
TG0721,Nakhon Ratchasima,Bangkok,PhraoAirAsia,On Time,175,1210,3304,7125,04/12/2024 01:20:00,04/12/2024 02:29:00
TG0722,Chiang Mai,Phuket,Thai Meow Air,On Time,101,980,4559,7947,14/01/2025 19:47:00,14/01/2025 20:30:00
TG0723,Hat Yai,Bangkok,PhraoAirAsia,Delayed,182,1104,3375,10722,13/01/2025 16:32:00,13/01/2025 17:37:00
TG0724,Bangkok,Surat Thani,PhraoAirAsia,On Time,130,1414,3067,8025,25/01/2025 23:42:00,26/01/2025 01:31:00
TG0725,Koh Samui,Bangkok,kaningpom jet,On Time,167,1058,2987,6425,15/12/2024 21:15:00,15/12/2024 22:56:00
TG0726,Koh Samui,Surat Thani,PhraoAirAsia,On Time,125,1172,3677,10877,29/01/2025 11:06:00,29/01/2025 11:37:00
TG0728,Krabi,Bangkok,Porsche Air,Delayed,93,1180,2974,7137,17/01/2025 13:40:00,17/01/2025 14:58:00
TG0729,Phuket,Bangkok,Porsche Air,On Time,92,1412,2055,8449,15/12/2024 14:51:00,15/12/2024 16:42:00
TG0730,Krabi,Chiang Rai,Thai Meow Air,Delayed,63,890,4053,6362,03/12/2024 04:51:00,03/12/2024 06:00:00
TG0731,Phuket,Hat Yai,kaningpom jet,Delayed,195,868,2407,6970,03/12/2024 02:45:00,03/12/2024 03:56:00
TG0732,Surat Thani,Bangkok,MJ Airways,Delayed,55,1417,4090,10419,06/01/2025 12:53:00,06/01/2025 13:26:00
TG0733,Koh Samui,Bangkok,Thai Meow Air,Cancelled,182,1322,3639,11403,18/12/2024 23:30:00,19/12/2024 01:00:00
TG0734,Koh Samui,Phuket,PhraoAirAsia,Delayed,65,812,3381,10028,10/12/2024 08:24:00,10/12/2024 09:26:00
TG0735,Hat Yai,Bangkok,PhraoAirAsia,Delayed,132,1416,2870,10751,15/01/2025 05:21:00,15/01/2025 07:01:00
TG0737,Phuket,Hat Yai,MJ Airways,Cancelled,97,1025,3611,6746,03/12/2024 03:21:00,03/12/2024 04:02:00
TG0738,Surat Thani,Krabi,Thai Meow Air,On Time,181,1221,3909,9762,10/12/2024 09:12:00,10/12/2024 09:48:00
TG0739,Nakhon Ratchasima,Bangkok,Thai Meow Air,Delayed,104,967,2152,6340,30/12/2024 03:39:00,30/12/2024 05:06:00
TG0740,Koh Samui,Surat Thani,kaningpom jet,Delayed,195,1178,3557,6564,11/01/2025 18:28:00,11/01/2025 19:28:00
TG0741,Chiang Rai,Bangkok,PhraoAirAsia,Delayed,172,1089,4014,7945,04/12/2024 03:20:00,04/12/2024 05:09:00
TG0742,Koh Samui,Hat Yai,kaningpom jet,Delayed,83,899,2063,10268,28/12/2024 20:09:00,28/12/2024 20:41:00
TG0743,Udon Thani,Bangkok,kaningpom jet,Cancelled,139,1017,3369,10177,02/01/2025 19:16:00,02/01/2025 21:01:00
TG0744,Phuket,Chiang Mai,Thai Meow Air,Delayed,138,1106,3565,6645,04/01/2025 16:38:00,04/01/2025 17:49:00
TG0745,Udon Thani,Hat Yai,PhraoAirAsia,Delayed,131,1144,4993,11715,05/12/2024 14:35:00,05/12/2024 15:24:00
TG0746,Surat Thani,Hat Yai,Thai Meow Air,On Time,173,1010,3192,6711,16/01/2025 11:21:00,16/01/2025 12:22:00
TG0747,Chiang Rai,Hat Yai,PhraoAirAsia,Delayed,119,1468,2497,10351,17/01/2025 14:23:00,17/01/2025 15:20:00
TG0748,Surat Thani,Chiang Rai,Porsche Air,Delayed,172,1384,4410,11956,17/12/2024 08:15:00,17/12/2024 09:17:00
TG0749,Udon Thani,Krabi,Thai Meow Air,On Time,101,1074,2103,9421,04/01/2025 22:42:00,05/01/2025 00:01:00
TG0750,Phuket,Chiang Mai,Thai Meow Air,Delayed,129,1209,2312,6106,08/01/2025 22:24:00,08/01/2025 23:52:00
TG0752,Nakhon Ratchasima,Bangkok,Thai Meow Air,Cancelled,115,1351,4190,6754,14/12/2024 09:24:00,14/12/2024 11:01:00
TG0753,Chiang Rai,Koh Samui,PhraoAirAsia,Delayed,91,1034,3312,7627,27/01/2025 01:43:00,27/01/2025 03:09:00
TG0754,Nakhon Ratchasima,Koh Samui,PhraoAirAsia,Cancelled,198,1435,4241,11280,30/01/2025 19:05:00,30/01/2025 19:45:00
TG0755,Hat Yai,Bangkok,Porsche Air,On Time,198,1084,3145,6937,03/01/2025 02:05:00,03/01/2025 03:20:00
TG0756,Nakhon Ratchasima,Chiang Mai,kaningpom jet,Delayed,162,1464,2373,9282,16/01/2025 21:06:00,16/01/2025 23:04:00
TG0757,Chiang Mai,Phuket,PhraoAirAsia,Cancelled,98,1458,2833,10509,16/01/2025 03:35:00,16/01/2025 04:08:00
TG0758,Hat Yai,Chiang Mai,PhraoAirAsia,Delayed,138,972,4084,10082,12/01/2025 16:06:00,12/01/2025 17:37:00
TG0759,Surat Thani,Chiang Mai,PhraoAirAsia,Delayed,147,1101,3786,11484,03/12/2024 09:30:00,03/12/2024 10:36:00
TG0760,Koh Samui,Chiang Mai,MJ Airways,Delayed,188,800,4073,8697,04/12/2024 09:26:00,04/12/2024 11:16:00
TG0762,Surat Thani,Bangkok,Thai Meow Air,On Time,139,938,4120,10150,08/01/2025 15:41:00,08/01/2025 16:25:00
TG0764,Hat Yai,Krabi,PhraoAirAsia,Delayed,67,1241,4098,8952,06/12/2024 10:01:00,06/12/2024 11:45:00
TG0765,Nakhon Ratchasima,Hat Yai,Thai Meow Air,Delayed,79,962,4572,8209,26/12/2024 07:44:00,26/12/2024 08:50:00
TG0766,Chiang Mai,Bangkok,Thai Meow Air,Delayed,84,850,4968,6529,27/01/2025 01:26:00,27/01/2025 03:09:00
TG0767,Koh Samui,Surat Thani,Thai Meow Air,Delayed,142,1042,2147,10593,05/01/2025 20:33:00,05/01/2025 22:17:00
TG0768,Udon Thani,Chiang Mai,kaningpom jet,Cancelled,149,820,3731,8479,21/01/2025 17:44:00,21/01/2025 19:38:00
TG0770,Nakhon Ratchasima,Surat Thani,MJ Airways,Cancelled,65,1483,4442,9600,28/01/2025 18:17:00,28/01/2025 18:53:00
TG0771,Udon Thani,Bangkok,PhraoAirAsia,Cancelled,96,1430,4567,11681,06/01/2025 11:22:00,06/01/2025 13:21:00
TG0772,Bangkok,Krabi,Thai Meow Air,Delayed,172,928,2948,9134,28/12/2024 22:19:00,28/12/2024 23:35:00
TG0773,Udon Thani,Hat Yai,Porsche Air,Delayed,91,1284,4504,10935,23/12/2024 05:14:00,23/12/2024 06:50:00
TG0774,Hat Yai,Bangkok,MJ Airways,On Time,197,1165,2046,10094,13/12/2024 19:47:00,13/12/2024 21:41:00
TG0775,Krabi,Bangkok,PhraoAirAsia,Delayed,66,905,3251,7110,03/01/2025 21:22:00,03/01/2025 21:59:00
TG0776,Nakhon Ratchasima,Chiang Mai,PhraoAirAsia,Delayed,79,1025,2035,8555,03/12/2024 00:40:00,03/12/2024 02:01:00
TG0778,Hat Yai,Bangkok,kaningpom jet,Delayed,151,1452,4257,7289,18/01/2025 10:12:00,18/01/2025 12:07:00
TG0779,Krabi,Hat Yai,MJ Airways,Delayed,127,918,3175,10014,11/01/2025 22:27:00,11/01/2025 23:12:00
TG0780,Chiang Rai,Hat Yai,PhraoAirAsia,Cancelled,114,1345,4109,10748,31/01/2025 12:12:00,31/01/2025 13:08:00
TG0781,Bangkok,Hat Yai,Thai Meow Air,Cancelled,128,951,3653,11208,24/12/2024 05:45:00,24/12/2024 07:10:00
TG0782,Udon Thani,Chiang Rai,MJ Airways,Cancelled,61,838,3205,11501,03/12/2024 16:31:00,03/12/2024 18:06:00
TG0783,Krabi,Bangkok,kaningpom jet,Delayed,125,1066,2524,7397,03/01/2025 00:21:00,03/01/2025 00:52:00
TG0784,Krabi,Surat Thani,PhraoAirAsia,On Time,171,806,3453,8454,02/01/2025 03:36:00,02/01/2025 05:13:00
TG0785,Nakhon Ratchasima,Chiang Rai,Thai Meow Air,Cancelled,182,1062,2506,8605,13/12/2024 16:42:00,13/12/2024 17:52:00
TG0786,Chiang Mai,Krabi,Porsche Air,Delayed,98,1414,3455,7825,28/01/2025 06:58:00,28/01/2025 08:13:00
TG0788,Krabi,Phuket,Thai Meow Air,On Time,68,1131,4158,6702,18/01/2025 00:36:00,18/01/2025 01:24:00
TG0789,Nakhon Ratchasima,Koh Samui,Porsche Air,Delayed,124,1170,2679,8885,14/12/2024 02:45:00,14/12/2024 04:06:00
TG0790,Hat Yai,Chiang Rai,PhraoAirAsia,Delayed,58,1141,3683,10733,10/01/2025 09:08:00,10/01/2025 09:50:00
TG0791,Chiang Rai,Hat Yai,kaningpom jet,Delayed,145,1182,3258,11196,02/01/2025 05:16:00,02/01/2025 06:31:00
TG0792,Chiang Mai,Bangkok,Porsche Air,Delayed,78,1170,3901,6681,26/12/2024 13:29:00,26/12/2024 15:27:00
TG0793,Chiang Rai,Bangkok,kaningpom jet,On Time,90,1490,2946,8444,20/12/2024 17:49:00,20/12/2024 18:21:00
TG0794,Koh Samui,Phuket,kaningpom jet,Delayed,156,1058,4987,9781,04/01/2025 23:33:00,05/01/2025 01:05:00
TG0795,Surat Thani,Koh Samui,Thai Meow Air,Delayed,59,1132,2594,7769,24/12/2024 11:48:00,24/12/2024 13:32:00
TG0796,Bangkok,Surat Thani,kaningpom jet,Delayed,192,1469,3486,8737,25/01/2025 18:39:00,25/01/2025 19:09:00
TG0797,Krabi,Surat Thani,kaningpom jet,On Time,103,1321,4043,9905,31/01/2025 00:09:00,31/01/2025 01:57:00
TG0798,Phuket,Hat Yai,Porsche Air,On Time,188,1427,3113,8442,08/12/2024 00:21:00,08/12/2024 01:56:00
TG0799,Phuket,Koh Samui,Thai Meow Air,Delayed,96,1189,2101,10294,26/01/2025 19:10:00,26/01/2025 19:58:00
TG0800,Bangkok,Chiang Mai,Thai Meow Air,Delayed,192,1428,4424,8155,01/01/2025 09:04:00,01/01/2025 10:19:00
TG0801,Hat Yai,Koh Samui,PhraoAirAsia,Cancelled,55,981,2184,11545,08/12/2024 00:36:00,08/12/2024 01:38:00
TG0802,Bangkok,Hat Yai,Porsche Air,Delayed,174,1035,4632,10818,31/12/2024 21:21:00,31/12/2024 22:04:00
TG0803,Krabi,Hat Yai,MJ Airways,Delayed,192,993,4738,10723,17/12/2024 04:49:00,17/12/2024 06:12:00
TG0805,Bangkok,Hat Yai,kaningpom jet,Cancelled,148,1391,4082,10550,11/12/2024 21:01:00,11/12/2024 21:44:00
TG0806,Udon Thani,Koh Samui,PhraoAirAsia,Delayed,100,862,2986,8982,11/12/2024 08:36:00,11/12/2024 10:10:00
TG0807,Chiang Rai,Surat Thani,Porsche Air,Delayed,164,1132,2523,10810,26/12/2024 10:17:00,26/12/2024 11:07:00
TG0808,Krabi,Hat Yai,PhraoAirAsia,Delayed,108,1359,4668,9839,20/01/2025 22:04:00,20/01/2025 22:47:00
TG0809,Chiang Rai,Koh Samui,Porsche Air,On Time,166,1388,4408,10455,31/12/2024 17:19:00,31/12/2024 18:16:00
TG0810,Chiang Rai,Phuket,Porsche Air,Delayed,151,1461,4468,7832,14/01/2025 02:57:00,14/01/2025 04:15:00
TG0811,Bangkok,Chiang Rai,PhraoAirAsia,Cancelled,187,920,4001,6040,12/01/2025 14:53:00,12/01/2025 15:41:00
TG0812,Krabi,Chiang Mai,kaningpom jet,Delayed,99,1145,3247,10190,11/01/2025 03:51:00,11/01/2025 05:31:00
TG0813,Udon Thani,Surat Thani,MJ Airways,Cancelled,182,1325,3840,10091,03/12/2024 19:39:00,03/12/2024 20:27:00
TG0814,Krabi,Hat Yai,kaningpom jet,On Time,62,1022,2586,8146,13/01/2025 05:09:00,13/01/2025 07:09:00
TG0815,Chiang Mai,Hat Yai,Thai Meow Air,Cancelled,141,1404,4653,10667,18/12/2024 21:06:00,18/12/2024 22:58:00
TG0816,Krabi,Chiang Mai,Thai Meow Air,Delayed,76,1036,3570,8649,09/12/2024 19:46:00,09/12/2024 20:33:00
TG0817,Bangkok,Hat Yai,kaningpom jet,On Time,165,905,2714,7947,31/12/2024 08:59:00,31/12/2024 09:36:00
TG0818,Phuket,Surat Thani,Thai Meow Air,Cancelled,140,1013,4801,6696,11/12/2024 06:40:00,11/12/2024 08:15:00
TG0819,Surat Thani,Krabi,kaningpom jet,Delayed,63,1318,4416,11050,10/12/2024 11:59:00,10/12/2024 12:31:00
TG0820,Udon Thani,Bangkok,kaningpom jet,Delayed,173,1412,3546,7311,31/01/2025 15:23:00,31/01/2025 16:17:00
TG0822,Chiang Mai,Bangkok,Porsche Air,Cancelled,72,1360,2770,8864,11/01/2025 13:15:00,11/01/2025 14:30:00
TG0823,Chiang Mai,Phuket,Thai Meow Air,Cancelled,70,1352,3401,8174,24/12/2024 09:17:00,24/12/2024 11:11:00
TG0824,Chiang Mai,Bangkok,PhraoAirAsia,Delayed,60,958,3007,10483,15/01/2025 06:25:00,15/01/2025 08:13:00
TG0825,Surat Thani,Chiang Rai,MJ Airways,Delayed,192,1189,2075,10416,15/01/2025 23:01:00,16/01/2025 00:47:00
TG0826,Udon Thani,Krabi,Thai Meow Air,On Time,190,943,3966,10599,28/01/2025 06:32:00,28/01/2025 07:17:00
TG0827,Nakhon Ratchasima,Chiang Rai,Porsche Air,Delayed,59,1285,4548,7703,31/01/2025 11:41:00,31/01/2025 12:16:00
TG0828,Koh Samui,Surat Thani,PhraoAirAsia,Cancelled,85,837,4320,11132,31/01/2025 05:26:00,31/01/2025 07:26:00
TG0829,Surat Thani,Krabi,kaningpom jet,Cancelled,95,1371,4880,8900,12/12/2024 12:52:00,12/12/2024 14:27:00
TG0830,Chiang Rai,Bangkok,PhraoAirAsia,Delayed,200,1425,2260,9531,20/12/2024 14:35:00,20/12/2024 16:02:00
TG0831,Chiang Rai,Surat Thani,kaningpom jet,On Time,64,895,4563,11752,21/12/2024 14:53:00,21/12/2024 15:24:00
TG0833,Bangkok,Koh Samui,kaningpom jet,Cancelled,60,1152,2915,10466,23/12/2024 09:16:00,23/12/2024 11:12:00
TG0834,Surat Thani,Krabi,PhraoAirAsia,On Time,53,1296,2593,11039,01/12/2024 16:35:00,01/12/2024 18:27:00
TG0835,Chiang Rai,Hat Yai,Porsche Air,Delayed,63,1008,4430,10409,03/01/2025 06:20:00,03/01/2025 07:54:00
TG0836,Nakhon Ratchasima,Bangkok,kaningpom jet,On Time,109,1088,4887,8197,03/01/2025 21:02:00,03/01/2025 22:38:00
TG0837,Krabi,Koh Samui,kaningpom jet,Delayed,180,862,2664,9948,03/01/2025 00:23:00,03/01/2025 01:48:00
TG0838,Chiang Mai,Chiang Rai,MJ Airways,Delayed,117,1194,3291,6524,28/01/2025 16:23:00,28/01/2025 17:20:00
TG0839,Phuket,Krabi,MJ Airways,Delayed,119,1196,2150,6657,11/12/2024 01:54:00,11/12/2024 02:59:00
TG0841,Chiang Mai,Bangkok,Thai Meow Air,Cancelled,96,1405,3243,7647,26/01/2025 14:55:00,26/01/2025 16:48:00
TG0842,Koh Samui,Chiang Rai,PhraoAirAsia,On Time,149,1213,2642,11789,31/01/2025 01:01:00,31/01/2025 02:28:00
TG0843,Koh Samui,Chiang Mai,kaningpom jet,Delayed,141,1146,2904,8497,27/12/2024 21:37:00,27/12/2024 22:47:00
TG0844,Surat Thani,Krabi,Thai Meow Air,On Time,187,950,3096,7317,01/12/2024 10:35:00,01/12/2024 11:40:00
TG0846,Bangkok,Hat Yai,Thai Meow Air,Delayed,75,1203,3753,6791,07/01/2025 17:57:00,07/01/2025 18:54:00
TG0847,Chiang Rai,Koh Samui,Thai Meow Air,Cancelled,181,1189,4342,11005,14/12/2024 08:38:00,14/12/2024 10:38:00
TG0848,Krabi,Surat Thani,MJ Airways,Cancelled,143,1395,3588,6136,14/12/2024 17:37:00,14/12/2024 19:20:00
TG0849,Phuket,Krabi,Porsche Air,Cancelled,193,927,4392,8258,30/12/2024 19:14:00,30/12/2024 20:32:00
TG0851,Chiang Mai,Phuket,MJ Airways,Delayed,82,1284,4965,9853,05/12/2024 02:34:00,05/12/2024 03:39:00
TG0852,Koh Samui,Bangkok,MJ Airways,Cancelled,167,1148,4564,9462,19/12/2024 02:11:00,19/12/2024 02:50:00
TG0853,Udon Thani,Chiang Mai,Porsche Air,Delayed,180,1260,4463,6411,11/01/2025 14:41:00,11/01/2025 16:37:00
TG0854,Koh Samui,Surat Thani,Porsche Air,On Time,72,954,2755,9237,08/12/2024 19:47:00,08/12/2024 21:33:00
TG0855,Krabi,Chiang Mai,Thai Meow Air,Delayed,105,883,4251,6419,20/12/2024 01:10:00,20/12/2024 03:03:00
TG0856,Udon Thani,Koh Samui,kaningpom jet,Delayed,147,935,4725,9738,08/12/2024 02:28:00,08/12/2024 04:03:00
TG0857,Krabi,Bangkok,kaningpom jet,Delayed,70,980,3799,6972,08/12/2024 13:55:00,08/12/2024 15:24:00
TG0858,Udon Thani,Hat Yai,MJ Airways,Delayed,100,1392,3322,8349,20/01/2025 23:24:00,21/01/2025 00:10:00
TG0859,Koh Samui,Bangkok,MJ Airways,Delayed,176,1213,4235,9920,08/12/2024 00:58:00,08/12/2024 01:59:00
TG0860,Koh Samui,Surat Thani,kaningpom jet,Cancelled,126,800,4783,9386,08/01/2025 00:07:00,08/01/2025 01:49:00
TG0861,Chiang Rai,Phuket,Porsche Air,Delayed,159,1443,2310,8814,12/01/2025 01:57:00,12/01/2025 03:17:00
TG0862,Bangkok,Koh Samui,MJ Airways,Cancelled,77,1373,3993,6746,05/12/2024 17:11:00,05/12/2024 18:57:00
TG0863,Chiang Mai,Phuket,PhraoAirAsia,Delayed,88,1123,3459,6968,23/01/2025 16:02:00,23/01/2025 17:23:00
TG0864,Nakhon Ratchasima,Surat Thani,Thai Meow Air,Delayed,124,944,4642,8512,15/12/2024 23:04:00,16/12/2024 01:02:00
TG0865,Nakhon Ratchasima,Chiang Mai,Thai Meow Air,Cancelled,146,1257,3817,9317,06/12/2024 03:19:00,06/12/2024 04:32:00
TG0866,Chiang Rai,Hat Yai,Thai Meow Air,Delayed,147,1396,3849,8941,23/01/2025 11:49:00,23/01/2025 12:25:00
TG0867,Bangkok,Krabi,Thai Meow Air,Delayed,163,916,4393,11650,24/01/2025 23:46:00,25/01/2025 01:02:00
TG0868,Nakhon Ratchasima,Chiang Mai,Porsche Air,Delayed,187,1118,2301,11066,28/12/2024 01:41:00,28/12/2024 02:24:00
TG0869,Surat Thani,Bangkok,MJ Airways,Cancelled,149,1360,3624,7935,12/12/2024 04:21:00,12/12/2024 05:20:00
TG0870,Surat Thani,Phuket,kaningpom jet,Delayed,187,945,3971,6486,19/12/2024 02:12:00,19/12/2024 03:23:00
TG0871,Nakhon Ratchasima,Koh Samui,Thai Meow Air,Delayed,59,1321,3339,10952,30/01/2025 20:30:00,30/01/2025 21:01:00
TG0872,Hat Yai,Bangkok,PhraoAirAsia,Cancelled,105,1292,3964,11871,05/01/2025 09:13:00,05/01/2025 09:53:00
TG0874,Udon Thani,Chiang Mai,Porsche Air,Delayed,160,990,3178,8880,04/01/2025 07:33:00,04/01/2025 09:24:00
TG0875,Hat Yai,Krabi,MJ Airways,On Time,121,879,4677,10058,14/12/2024 10:21:00,14/12/2024 11:04:00
TG0876,Chiang Rai,Koh Samui,PhraoAirAsia,Delayed,147,1006,4987,8964,20/01/2025 10:24:00,20/01/2025 11:56:00
TG0877,Krabi,Bangkok,MJ Airways,Delayed,146,1217,2633,11103,13/12/2024 03:32:00,13/12/2024 04:09:00
TG0878,Krabi,Bangkok,kaningpom jet,Delayed,71,1028,2416,9247,28/12/2024 21:23:00,28/12/2024 22:06:00
TG0879,Nakhon Ratchasima,Hat Yai,PhraoAirAsia,Cancelled,199,1118,3822,8494,06/12/2024 06:19:00,06/12/2024 07:33:00
TG0880,Koh Samui,Chiang Rai,PhraoAirAsia,Delayed,130,1166,3678,10449,30/01/2025 09:12:00,30/01/2025 11:03:00
TG0881,Chiang Mai,Surat Thani,MJ Airways,Delayed,126,807,2096,9096,25/12/2024 05:43:00,25/12/2024 07:37:00
TG0882,Nakhon Ratchasima,Phuket,PhraoAirAsia,Delayed,60,1309,3725,8770,13/01/2025 04:54:00,13/01/2025 06:54:00
TG0883,Bangkok,Surat Thani,PhraoAirAsia,Delayed,70,958,2513,11928,31/01/2025 06:54:00,31/01/2025 08:42:00
TG0884,Nakhon Ratchasima,Surat Thani,MJ Airways,Delayed,160,1392,4479,11448,23/01/2025 09:51:00,23/01/2025 11:17:00
TG0885,Chiang Mai,Krabi,kaningpom jet,Cancelled,194,955,4413,9271,22/12/2024 10:30:00,22/12/2024 11:56:00
TG0886,Udon Thani,Phuket,kaningpom jet,On Time,105,1359,4522,6297,07/01/2025 21:50:00,07/01/2025 23:30:00
TG0888,Bangkok,Chiang Mai,kaningpom jet,Delayed,129,1295,3039,11907,25/12/2024 07:16:00,25/12/2024 08:01:00
TG0889,Hat Yai,Chiang Rai,Porsche Air,Delayed,73,1426,3226,7347,23/01/2025 15:37:00,23/01/2025 17:09:00
TG0890,Surat Thani,Phuket,Thai Meow Air,Delayed,114,1323,4133,9199,21/12/2024 23:51:00,22/12/2024 00:48:00
TG0891,Udon Thani,Chiang Mai,Porsche Air,Delayed,100,890,2106,9703,04/12/2024 13:53:00,04/12/2024 15:24:00
TG0892,Surat Thani,Bangkok,kaningpom jet,Cancelled,145,1090,3630,11847,03/01/2025 11:18:00,03/01/2025 11:48:00
TG0893,Nakhon Ratchasima,Hat Yai,Porsche Air,On Time,191,1366,2256,10331,09/01/2025 04:27:00,09/01/2025 06:22:00
TG0894,Phuket,Bangkok,PhraoAirAsia,On Time,91,1475,3617,11144,23/12/2024 00:21:00,23/12/2024 01:38:00
TG0895,Bangkok,Surat Thani,Porsche Air,On Time,135,871,3243,9668,14/01/2025 13:23:00,14/01/2025 14:01:00
TG0896,Phuket,Chiang Rai,Porsche Air,On Time,127,1424,4859,11795,06/12/2024 01:23:00,06/12/2024 02:43:00
TG0897,Bangkok,Phuket,Thai Meow Air,Cancelled,164,1221,2950,9502,09/01/2025 03:06:00,09/01/2025 03:46:00
TG0898,Phuket,Bangkok,MJ Airways,Delayed,133,868,4429,10640,08/12/2024 06:33:00,08/12/2024 07:33:00
TG0899,Chiang Mai,Krabi,kaningpom jet,Delayed,103,1237,2431,10898,25/01/2025 05:18:00,25/01/2025 06:07:00
TG0900,Chiang Mai,Phuket,kaningpom jet,Cancelled,156,813,2790,11674,11/12/2024 08:26:00,11/12/2024 09:07:00
TG0902,Hat Yai,Koh Samui,Porsche Air,Cancelled,75,901,4847,6860,16/01/2025 06:20:00,16/01/2025 07:51:00
